grid_type,diffusion_evs,diffusion_hps,diffusion_pv_storage,curtailment,tariff_wholesale,tariff_grid_usage_fee,q,component,value
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 48_HH1b_random_vacWinter_ees,0.00011490437023189402
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Load 43_entity,-0.00011490437023189402
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Bus 132_HH1b_eff_vacSummer_ees,9.832741263355987e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Load 90_entity,-9.832741263355987e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Bus 18_HH1b_random_vacWinter_ees,0.00011490437023189402
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Load 17_entity,-0.00011490437023189402
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Bus 50_HH1b_random_vacSummer_ees,0.00016785174636402948
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Load 61_entity,-0.00016785174636402948
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 41_entity,-7.3396e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 95_entity,-8.403836351971894e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 13_HH1a_random_vacSummer_ees,0.00011841273079792425
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Load 99_entity,-0.00011841273079792425
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Bus 9_HH1a_random_vacSummer_ees,0.00011841273079792425
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Load 88_entity,-0.00011841273079792425
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Bus 109_HH2a_eff_vacSummer_ees,6.415050748002853e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Load 80_entity,-6.415050748002853e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Bus 71_HH2b_random_vacWinter_ees,0.0003564273749305765
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Load 91_entity,-0.0003564273749305765
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Bus 69_HH1a_eff_vacSummer_ees,0.00011176690583776863
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Load 58_entity,-0.00011176690583776863
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Bus 57_HH1a_eff_vacWinter_ees,7.199970089717935e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Load 92_entity,-7.199970089717935e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Bus 20_HH1a_random_vacSummer_ees,0.00011841273079792425
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Load 11_entity,-0.00011841273079792425
standard,70,standard,standard,none,rtt,fix,q09701,LV4.219 Bus 29_HH1b_eff_vacSummer_ees,9.832741263355987e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV4.219 Load 18_entity,-9.832741263355987e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Bus 53_HH2b_eff_vacWinter_ees,6.555416685459274e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Bus 53_HH2b_eff_vacWinter_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 47_entity,-6.555416685459274e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 104_entity,-0.00010235202699728804
standard,70,standard,standard,none,rtt,fix,q09701,LV4.232 Bus 3_HH2b_eff_vacWinter_ees,0.00010251302699728804
standard,70,standard,standard,none,rtt,fix,q09701,LV4.232 Bus 3_HH2b_eff_vacWinter_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV4.232 Load 33_entity,-0.00010235202699728804
standard,70,standard,standard,none,rtt,fix,q09701,LV4.219 Bus 30_HH2b_random_vacWinter_ees,0.0003564273749305765
standard,70,standard,standard,none,rtt,fix,q09701,LV4.219 Load 15_entity,-0.0003564273749305765
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Bus 44_HH1b_eff_vacWinter_ees,9.538727600406979e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Bus 44_HH1b_eff_vacWinter_pv,-1.1e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Load 82_entity,-9.52772760040698e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Bus 85_HH2b_eff_vacWinter_ees,0.00010251302699728804
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Bus 85_HH2b_eff_vacWinter_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Load 94_entity,-0.00010235202699728804
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 45_HH1a_random_vacWinter_ees,0.0002606361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 45_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Load 67_entity,-0.0002536361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Bus 100_HH2b_random_vacWinter_ees,0.0003564273749305765
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Load 76_entity,-0.0003564273749305765
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Bus 102_HH1b_eff_vacSummer_ees,9.832741263355987e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Load 19_entity,-9.832741263355987e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 114_HH2b_eff_vacSummer_ees,8.403836351971894e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Load 59_entity,-8.403836351971894e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Bus 43_HH1b_random_vacWinter_ees,0.00011490437023189402
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Load 35_entity,-0.00011490437023189402
standard,70,standard,standard,none,rtt,fix,q09701,LV4.219 Bus 31_HH1b_random_vacSummer_ees,0.00016785174636402948
standard,70,standard,standard,none,rtt,fix,q09701,LV4.219 Load 17_entity,-0.00016785174636402948
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Bus 56_HH2a_eff_vacSummer_ees,6.415050748002853e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Load 31_entity,-6.415050748002853e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 98_HH1b_random_vacSummer_ees,0.00016785174636402948
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Load 19_entity,-0.00016785174636402948
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Bus 109_HH1b_random_vacSummer_ees,0.00016785174636402948
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Load 80_entity,-0.00016785174636402948
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Bus 45_HH1a_eff_vacWinter_ees,7.199970089717935e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Load 67_entity,-7.199970089717935e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Bus 50_HH2a_random_vacSummer_ees,0.00018565965571279644
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Bus 50_HH2a_random_vacSummer_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Load 117_entity,-0.00018515965571279643
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 20_entity,-0.00018515965571279643
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 64_entity,-0.00040273500000000004
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 65_entity,-0.0002078784724438226
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 37_HH2b_eff_vacSummer_ees,8.403836351971894e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Load 85_entity,-8.403836351971894e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Bus 97_HH2b_eff_vacWinter_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Load 88_entity,-0.00010235202699728804
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Load 37_entity,-0.00010235202699728804
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Bus 71_HH1a_random_vacWinter_ees,0.0002606361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Bus 71_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Load 76_entity,-0.0002536361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Bus 71_HH2b_random_vacWinter_ees,0.0003564273749305765
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Load 91_entity,-0.0003564273749305765
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Bus 94_HH2a_random_vacWinter_ees,0.0002078784724438226
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Load 13_entity,-0.0002078784724438226
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Bus 77_HH2a_eff_vacSummer_ees,6.415050748002853e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Load 52_entity,-6.415050748002853e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Bus 39_HH2a_eff_vacSummer_ees,6.415050748002853e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Load 105_entity,-6.415050748002853e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Bus 79_HH2b_random_vacSummer_ees,0.00012255012052771712
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Bus 79_HH2b_random_vacSummer_pv,-5.1e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Load 28_entity,-0.00012204012052771712
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Bus 15_HH2a_random_vacSummer_ees,0.0003535114020768259
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Bus 15_HH2a_random_vacSummer_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 9_entity,-0.00018515965571279643
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 111_entity,-0.00016785174636402948
standard,70,standard,standard,none,rtt,fix,q09701,LV4.232 Bus 40_HH1a_eff_vacWinter_ees,7.199970089717935e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV4.232 Load 37_entity,-7.199970089717935e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Bus 94_HH2a_random_vacWinter_ees,0.0002078784724438226
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Load 118_entity,-0.0002078784724438226
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Bus 14_HH2a_eff_vacWinter_ees,6.555416685459274e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Load 59_entity,-6.555416685459274e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Bus 37_HH2a_eff_vacWinter_ees,6.555416685459274e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 25_entity,-6.555416685459274e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Bus 114_HH1b_eff_vacSummer_ees,9.832741263355987e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Load 59_entity,-9.832741263355987e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Bus 11_HH2b_random_vacWinter_ees,0.0003564273749305765
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Load 65_entity,-0.0003564273749305765
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Bus 21_HH1a_random_vacWinter_ees,0.0002606361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Bus 21_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 4_entity,-0.0002536361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV4.202 Bus 15_HH2b_random_vacSummer_ees,0.00030545612052771716
standard,70,standard,standard,none,rtt,fix,q09701,LV4.202 Bus 15_HH2b_random_vacSummer_pv,-5.1e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV4.202 Bus 15_LV4.202 Load 3_pv,-1.1e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV4.202 Load 2_entity,-0.00012204012052771712
standard,70,standard,standard,none,rtt,fix,q09701,LV4.202 Load 3_entity,-0.00018279600000000002
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Bus 114_HH2a_random_vacSummer_ees,0.00018565965571279644
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Bus 114_HH2a_random_vacSummer_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Load 59_entity,-0.00018515965571279643
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Bus 51_HH1b_eff_vacWinter_ees,9.538727600406979e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Bus 51_HH1b_eff_vacWinter_pv,-1.1e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Load 97_entity,-9.52772760040698e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Bus 8_HH2b_eff_vacWinter_ees,0.00010251302699728804
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Bus 8_HH2b_eff_vacWinter_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Load 34_entity,-0.00010235202699728804
standard,70,standard,standard,none,rtt,fix,q09701,LV4.202 Bus 16_HH2a_random_vacWinter_ees,0.0002078784724438226
standard,70,standard,standard,none,rtt,fix,q09701,LV4.202 Load 30_entity,-0.0002078784724438226
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Bus 86_HH2a_random_vacSummer_ees,0.00018565965571279644
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Bus 86_HH2a_random_vacSummer_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Load 20_entity,-0.00018515965571279643
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 92_HH1b_eff_vacWinter_ees,9.538727600406979e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 92_HH1b_eff_vacWinter_pv,-1.1e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Load 60_entity,-9.52772760040698e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV4.202 Bus 3_HH1b_random_vacSummer_ees,0.00016785174636402948
standard,70,standard,standard,none,rtt,fix,q09701,LV4.202 Load 33_entity,-0.00016785174636402948
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 130_HH1a_random_vacWinter_ees,0.0002606361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 130_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Load 64_entity,-0.0002536361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Bus 50_HH2b_random_vacWinter_ees,0.00042925537493057646
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 44_entity,-7.2828e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 98_entity,-0.0003564273749305765
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Bus 95_HH1b_eff_vacSummer_ees,9.832741263355987e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Load 80_entity,-9.832741263355987e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 96_HH1a_random_vacWinter_ees,0.0002606361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 96_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Load 116_entity,-0.0002536361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV4.219 Bus 17_HH2a_random_vacWinter_ees,0.0002078784724438226
standard,70,standard,standard,none,rtt,fix,q09701,LV4.219 Load 20_entity,-0.0002078784724438226
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Bus 130_HH2a_random_vacSummer_ees,0.00018565965571279644
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Bus 130_HH2a_random_vacSummer_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Load 64_entity,-0.00018515965571279643
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 40_entity,-0.00011841273079792425
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 92_entity,-9.832741263355987e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 93_entity,-3.6698e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 94_entity,-0.0002078784724438226
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Bus 5_HH1b_random_vacWinter_ees,0.00011490437023189402
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Load 3_entity,-0.00011490437023189402
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Bus 14_HH1a_eff_vacWinter_ees,7.199970089717935e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Load 59_entity,-7.199970089717935e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 15_HH1a_random_vacWinter_ees,0.0002606361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 15_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Load 88_entity,-0.0002536361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 68_HH2a_random_vacSummer_ees,0.00018565965571279644
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 68_HH2a_random_vacSummer_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Load 78_entity,-0.00018515965571279643
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Bus 60_HH1a_eff_vacSummer_ees,0.00011176690583776863
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Load 51_entity,-0.00011176690583776863
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Bus 69_HH1b_random_vacWinter_ees,0.00011490437023189402
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Load 26_entity,-0.00011490437023189402
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Bus 113_HH1b_eff_vacSummer_ees,9.832741263355987e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Load 82_entity,-9.832741263355987e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV4.219 Bus 41_HH2b_eff_vacWinter_ees,0.00010251302699728804
standard,70,standard,standard,none,rtt,fix,q09701,LV4.219 Bus 41_HH2b_eff_vacWinter_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV4.219 Load 38_entity,-0.00010235202699728804
standard,70,standard,standard,none,rtt,fix,q09701,LV4.219 Bus 11_HH2b_random_vacWinter_ees,0.0003564273749305765
standard,70,standard,standard,none,rtt,fix,q09701,LV4.219 Load 21_entity,-0.0003564273749305765
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Bus 64_HH2b_random_vacWinter_ees,0.0003564273749305765
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Load 29_entity,-0.0003564273749305765
standard,70,standard,standard,none,rtt,fix,q09701,LV4.232 Bus 20_HH2b_eff_vacWinter_ees,0.00010251302699728804
standard,70,standard,standard,none,rtt,fix,q09701,LV4.232 Bus 20_HH2b_eff_vacWinter_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV4.232 Load 12_entity,-0.00010235202699728804
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Bus 113_HH1b_eff_vacSummer_ees,9.832741263355987e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Load 82_entity,-9.832741263355987e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Bus 119_HH2a_eff_vacWinter_ees,6.555416685459274e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Load 66_entity,-6.555416685459274e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Bus 31_HH2b_random_vacWinter_ees,0.0003564273749305765
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Load 2_entity,-0.0003564273749305765
standard,70,standard,standard,none,rtt,fix,q09701,LV4.219 Bus 9_HH1a_random_vacWinter_ees,0.0002606361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV4.219 Bus 9_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09701,LV4.219 Load 24_entity,-0.0002536361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Bus 93_HH1a_random_vacWinter_ees,0.0002606361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Bus 93_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Load 33_entity,-0.0002536361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Bus 87_HH1b_eff_vacSummer_ees,9.832741263355987e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Load 44_entity,-9.832741263355987e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Bus 106_HH2a_random_vacSummer_ees,0.00018565965571279644
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Bus 106_HH2a_random_vacSummer_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Load 89_entity,-0.00018515965571279643
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Bus 49_HH1b_random_vacWinter_ees,0.00011490437023189402
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Load 20_entity,-0.00011490437023189402
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Bus 42_HH1b_eff_vacWinter_ees,0.0003032657484478924
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Bus 42_HH1b_eff_vacWinter_pv,-1.1e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 7_entity,-0.0002078784724438226
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 108_entity,-9.52772760040698e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV4.202 Bus 18_HH1a_eff_vacSummer_ees,0.00011176690583776863
standard,70,standard,standard,none,rtt,fix,q09701,LV4.202 Load 1_entity,-0.00011176690583776863
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Bus 79_HH1a_random_vacWinter_ees,0.0002606361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Bus 79_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Load 28_entity,-0.0002536361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV1.202 Bus 5_HH2a_random_vacWinter_ees,0.0002078784724438226
standard,70,standard,standard,none,rtt,fix,q09701,LV1.202 Load 13_entity,-0.0002078784724438226
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Bus 20_HH2b_random_vacSummer_ees,0.00012255012052771712
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Bus 20_HH2b_random_vacSummer_pv,-5.1e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Load 97_entity,-0.00012204012052771712
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Bus 82_HH1a_random_vacSummer_ees,0.00011841273079792425
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Load 2_entity,-0.00011841273079792425
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Bus 33_HH1a_eff_vacSummer_ees,0.00011176690583776863
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Load 38_entity,-0.00011176690583776863
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 58_HH2a_random_vacSummer_ees,0.00018565965571279644
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 58_HH2a_random_vacSummer_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Load 77_entity,-0.00018515965571279643
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Bus 59_HH1a_eff_vacWinter_ees,7.199970089717935e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Load 4_entity,-7.199970089717935e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Bus 101_HH2a_eff_vacSummer_ees,6.415050748002853e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Load 50_entity,-6.415050748002853e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Bus 104_HH2a_random_vacWinter_ees,0.0002078784724438226
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Load 36_entity,-0.0002078784724438226
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Bus 110_HH1a_random_vacWinter_ees,0.0002606361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Bus 110_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Load 102_entity,-0.0002536361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Bus 68_HH2b_random_vacWinter_ees,0.0003564273749305765
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Load 91_entity,-0.0003564273749305765
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Bus 103_HH2b_random_vacSummer_ees,0.00012255012052771712
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Bus 103_HH2b_random_vacSummer_pv,-5.1e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Load 71_entity,-0.00012204012052771712
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 12_HH2b_random_vacSummer_ees,0.00012255012052771712
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 12_HH2b_random_vacSummer_pv,-5.1e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Load 74_entity,-0.00012204012052771712
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Bus 25_HH1b_eff_vacSummer_ees,9.832741263355987e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Load 24_entity,-9.832741263355987e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Bus 73_HH1a_random_vacWinter_ees,0.0002606361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Bus 73_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Load 108_entity,-0.0002536361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Bus 68_HH2b_random_vacWinter_ees,0.0003564273749305765
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Load 2_entity,-0.0003564273749305765
standard,70,standard,standard,none,rtt,fix,q09701,LV1.202 Bus 10_HH2b_random_vacWinter_ees,0.0003564273749305765
standard,70,standard,standard,none,rtt,fix,q09701,LV1.202 Load 1_entity,-0.0003564273749305765
standard,70,standard,standard,none,rtt,fix,q09701,LV4.232 Bus 22_HH1b_random_vacWinter_ees,0.00011490437023189402
standard,70,standard,standard,none,rtt,fix,q09701,LV4.232 Load 6_entity,-0.00011490437023189402
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Bus 89_HH1a_random_vacSummer_ees,0.00011841273079792425
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Load 61_entity,-0.00011841273079792425
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Bus 51_HH2a_eff_vacSummer_ees,6.415050748002853e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Load 97_entity,-6.415050748002853e-05
