level,level1,level4,level4,level5,level6,level7,level7,level8,level9
LV3.202 Bus 76,0.0,-16.66312429231766,-16.663124292318116,-16.66312429231766,-16.66312429231766,-64.07692172291661,-42.459645754166786,-54.10176674466652,-56.80292750063711
LV2.203 Bus 8,0.0,-18.588445282802468,-18.0307445275771,-18.45362523415315,-18.588432696016298,-59.022645161533774,-39.773425836380284,-47.431368180006075,-47.745108803682115
LV3.204 Bus 109,0.0,-19.103854825086728,-17.934245238841186,-19.103854825086728,-19.103824387092118,-59.79205190765492,-41.19419979436884,-51.117006322313046,-56.74641398945141
LV4.219 Bus 20,0.0,-14.54189755995867,-14.541897559958898,-14.541897559958898,-14.54189755995867,-49.34752246413359,-44.48605862875115,-48.81632044758953,-49.3438800851261
LV6.202 Bus 33,0.0,-18.725568319775903,-18.725568319775448,-18.725568319775448,-18.725568319775448,-54.22368622532895,-51.739367824586225,-54.14205311278192,-54.19106620519369
LV2.203 Bus 5,0.0,-16.970797852074384,-15.495756074757765,-16.459671149016003,-15.419130587983773,-51.154311262432884,-30.41294420606937,-39.26904132400682,-38.118086579683904
LV3.204 Bus 48,0.0,-11.850422447341884,-11.850475676896053,-11.850466050435898,-11.33910501828342,-45.492101517147034,-32.28872824708009,-38.67529997155583,-39.86488589674053
LV6.202 Bus 30,0.0,-9.26594448079868,-9.193491330798679,-9.265944480798225,-9.26594448079868,-14.664830716968481,-13.448633908218198,-14.62871671596804,-14.664830716968027
LV3.204 Bus 102,0.0,-9.805966835577124,-9.617735015577182,-9.680059361576923,-9.805966835577124,-44.36543363826377,-31.234888404513754,-38.5626086137637,-40.128731138173634
LV2.217 Bus 5,0.0,-10.39975643105413,-9.665642743600074,-9.72953589345957,-10.256919560545157,-34.82731237856797,-24.73915525013126,-28.21973124491683,-26.260582388329567
LV3.202 Bus 14,0.0,-33.99340632034364,-29.75556344961342,-33.47527398391094,-22.016991256492474,-115.29610003529388,-79.68133235670666,-100.01887523464325,-114.56926557698034
LV6.202 Bus 16,0.0,-12.582982129802076,-12.582982129802076,-12.582982129802076,-9.029133004056803,-39.676877344653576,-37.294212764360736,-39.58727757837892,-39.67614730239302
LV3.204 Bus 39,0.0,-8.769208641486557,-8.757133116486557,-8.769208641486102,-6.38189032038531,-29.466726515775576,-21.9227118356971,-26.10293533581978,-24.4552406663729
LV3.204 Bus 68,0.0,-12.907874266085628,-12.86323141608591,-12.907874266085173,-8.800855108141377,-33.474200163320575,-22.264331453170144,-28.22027306388304,-25.912466378219733
LV3.205 Bus 62,0.0,-5.7457342199530785,-5.451591538496984,-5.58460086253524,8.805470039152624,-22.786224818518065,-17.758450406387396,-19.906317768299004,-16.9713389309768
LV3.203 Bus 47,0.0,-21.568549533534224,-21.568549533534224,-21.568549533533314,-21.568549533534224,-62.14728421548307,-38.808369073654376,-51.97129022033505,-57.429611140927136
LV3.204 Bus 124,0.0,-13.037711163729682,-12.685376422818763,-12.811683460249242,-13.037579235318617,-46.59657087855226,-35.011546010651045,-41.03650357341053,-39.654640751830584
LV4.232 Bus 21,0.0,-2.0385922945910124,-2.0385968347551966,-2.038592452549125,-1.9836234320394226,-9.616054047176647,-8.786347336751874,-9.441567908360241,-9.405862493053291
LV5.217 Bus 68,0.0,-7.862188244969616,-7.862241937488989,-7.86230472586567,-7.801844389583152,-19.113195862189286,-17.242251505675426,-18.975827968479052,-18.557261993302518
LV3.203 Bus 91,0.0,-28.142333558487735,-27.680828948487715,-28.114537895487047,-28.142333558487735,-90.55936919419423,-59.434097380193634,-77.0820085754433,-90.33246430732402
LV3.204 Bus 8,0.0,-10.912710825894237,-10.834607992399242,-10.851850179893972,-6.124770919798721,-17.0874708065885,-13.089071275491733,-14.981976432013425,-12.408443858725605
LV3.202 Bus 103,0.0,-11.88291448435541,-11.561485964355484,-11.752352444354756,-11.88291448435541,-48.29358738458325,-32.52954745833301,-40.408906893832636,-43.643265106738795
LV4.202 Bus 33,0.0,-22.371893303220077,-21.91704852822113,-22.303787342221312,-22.371893303220077,-68.96214670746258,-56.908981063712645,-67.02562290671244,-68.96214670746213
LV4.219 Bus 17,0.0,-10.443252599402854,-10.395857003557126,-10.443252599402854,-10.443213802630112,-33.840629499323995,-31.251222260902523,-33.60419576475829,-33.07714875962415
LV3.202 Bus 40,0.0,-18.858081095097532,-18.36206975759751,-18.858081095096622,-18.858081095096622,-58.81501011321643,-36.7075649632161,-48.82441699721585,-54.14552087415632
LV4.202 Bus 37,0.0,-7.38682910041814,-7.262414600417969,-7.344162245417692,-7.38682910041814,-28.477416359572658,-24.841631672072253,-28.028971672322086,-28.47741635957209
LV2.203 Bus 6,0.0,-18.871041803828348,-18.118078562938763,-18.603535508399546,-16.127792201012426,-46.61000866566542,-30.222309509889783,-36.93243798405206,-36.13802516517535
LV3.203 Bus 131,0.0,-23.23300179490593,-22.342852639905914,-23.071482499905642,-13.807096264918982,-62.49282302012625,-40.94549160089491,-52.98699648235265,-57.875241961711254
LV3.203 Bus 120,0.0,-9.216338722292676,-9.209317758104817,-9.216338722292676,-9.061830845988425,-31.105300435558547,-25.602562976049285,-28.28499463998105,-25.501103668905216
LV3.203 Bus 29,0.0,-12.395488667090149,-12.257131736064025,-12.395488667089808,-8.562489297521097,-44.32822366869004,-32.06829089134385,-38.09733740924844,-39.48317943462894
LV4.202 Bus 6,0.0,-4.053510289012081,-4.053334903437531,-4.053510289012024,-4.0461576731609625,-17.018877969428047,-15.806296674998919,-16.877803382019408,-15.960817971601273
LV6.202 Bus 13,0.0,-10.652816396684102,-10.652816396684102,-10.652816396683647,-10.418282617277328,5.752971612433612,5.881638131183536,5.764452851433816,5.849739437433982
LV2.203 Bus 49,0.0,-4.224139258007767,-4.224139258007824,-4.2241392580073125,-4.224139258007767,-20.25278582249996,-16.570790906249897,-18.199914412749735,-14.538067031283163
LV3.205 Bus 33,0.0,-18.27944974711272,-17.90758099522236,-18.261721052677103,-17.99347219385868,-61.55272490756829,-42.8631092454832,-52.140567632350894,-53.020613598536556
LV4.202 Bus 22,0.0,-10.997669073594125,-10.997669073593897,-10.99766907359367,-5.972446625446537,-25.105547108198152,-20.724672843311055,-24.64764671427247,-24.103674158943022
LV3.205 Bus 72,0.0,-8.681106710799895,-8.681106710800009,-8.681106710799668,-4.9976752857846805,-18.250181307930347,-13.609205290993032,-15.949068236568223,-12.576204386108316
LV2.217 Bus 83,0.0,-29.6426824431569,-26.976232092557893,-28.58495595102704,-25.871750205932585,-97.07089690519751,-62.865300515653416,-76.09392061801054,-75.35144924509177
LV5.217 Bus 2,0.0,-16.323025225076208,-16.323025225076208,-16.32302522507598,-16.323025225076208,-54.02277143653987,-42.67795805278979,-52.47943032953981,-53.77686269653941
LV3.202 Bus 33,0.0,-1.9889043949594907,-1.988833304605862,-1.9888402960320377,-1.9869191474424497,-9.12179910996717,-8.18861849296951,-8.569902528819284,-8.0581797015885
LV5.217 Bus 31,0.0,-22.256849528741895,-22.256849528741895,-22.25684952874144,-17.277156058662513,-59.05797688231246,-46.44117802380583,-57.19841866641559,-59.05752992446969
LV6.202 Bus 42,0.0,-14.854016499624777,-14.850163448672902,-14.85413237213038,-14.835439157575593,-49.17777177167136,-47.67402632912649,-49.09014243228876,-49.15988405568146
LV4.232 Bus 43,0.0,-7.416663553995477,-7.275363275191921,-7.4166635539952495,-2.5978305400055888,-9.749055338643984,-8.342280518707184,-9.535600895267635,-9.747827255313496
LV2.217 Bus 69,0.0,-22.816823891649847,-22.150035860819116,-22.68625031143597,-22.710420958757368,-74.87003717755806,-53.06514948705558,-61.70942932474645,-58.69697810640105
LV3.205 Bus 123,0.0,-11.987050359560726,-11.556942114561025,-11.987050359560271,-11.987050359560726,-44.02564136565434,-29.34752463440418,-36.704652986403744,-40.24079311833884
LV3.204 Bus 135,0.0,-11.108749528211774,-10.655917340712108,-11.000713831211783,-11.108749528211888,-41.514791373611274,-30.73078304236128,-36.313119244111135,-39.120711376744
LV3.202 Bus 118,0.0,-6.362283820703055,-6.362283820703055,-6.362283820702714,-6.362283820703055,-29.575777008749924,-22.419757972499724,-26.19220282524958,-25.347549669160514
LV3.204 Bus 57,0.0,-5.655363396180519,-5.655363396180519,-5.655363396180235,-5.655363396180462,-25.113951061111038,-18.903525511110843,-22.048716752610744,-21.607395911110757
LV3.203 Bus 132,0.0,-24.096919002668756,-24.096919002669665,-24.096919002668983,-24.096919002668756,-76.27705575090545,-51.25955110079599,-65.24225307481561,-73.61025700022833
LV3.202 Bus 124,0.0,-14.225952598866911,-13.718510168439138,-14.225830267403921,-14.213100338012623,-56.45840494080517,-38.46231531816454,-47.940765611450956,-46.67469329239884
LV3.203 Bus 74,0.0,-2.7771873820529436,-2.7771873820529436,-2.77718738205283,-2.777187382052915,-12.936982899652776,-10.934114724652773,-12.00364790090265,-10.777859150716125
LV4.219 Bus 24,0.0,-7.776124669748242,-7.7745145997485565,-7.776124669748242,-7.776124669748242,-35.348066739027786,-32.308089317777785,-35.17482909752778,-35.0754614352918
LV3.205 Bus 102,0.0,-11.124824458247076,-11.124824458247076,-11.124824458246621,-4.705196436230835,-19.917097638384348,-14.31677670501449,-16.771442574765615,-14.657159526952
LV3.204 Bus 43,0.0,-8.744135719056885,-8.744135719056885,-8.744135719056885,-2.871884287901594,-23.691348532036272,-16.2602759592271,-20.605030063284403,-19.134326304718343
LV3.205 Bus 127,0.0,-6.556027795678858,-6.5560174257756785,-6.556013687251038,-6.536831005639442,-26.954634937654646,-22.142403556781858,-24.23951756683539,-20.768759807674428
LV2.203 Bus 34,0.0,-11.408148958232914,-11.262583993232965,-11.408148958232005,-11.408148958232914,-41.62394715985738,-27.285664083607116,-32.48501309510675,-31.73867429456959
LV5.217 Bus 15,0.0,-7.788832756544707,-7.592404216545219,-7.7604955245446945,-7.788832756544707,-28.701646224267733,-23.702657036767732,-28.113330900517667,-28.650562499267608
LV3.205 Bus 32,0.0,-2.9685270022475834,-2.942363364747507,-2.9685270022471286,-2.9685270022475834,-7.175378065012637,-5.136275133762638,-6.184783152012415,-3.32474095709631
LV3.205 Bus 34,0.0,-39.39471153465911,-37.291253539706304,-38.81532784515866,-39.39461448853581,-131.87383606477624,-93.62749101893132,-114.91025767374094,-127.50888806317971
LV5.217 Bus 3,0.0,-7.594345132013814,-7.5943451320142685,-7.594345132013871,-7.594345132013814,-28.217880341777743,-23.708121276777888,-27.697944084027768,-28.1038650174184
LV2.217 Bus 85,0.0,-36.35392376673326,-33.124107778739926,-36.353923766733715,-36.06483311719421,-122.32315535947873,-82.07648088464475,-101.15885739783334,-113.85897890764227
LV5.217 Bus 28,0.0,-11.108749528211774,-11.108749528212115,-11.108749528211774,-11.108749528211774,-44.417989748611035,-35.73560546111116,-43.2003075521111,-43.77968275696912
LV3.203 Bus 127,0.0,-5.904688267567508,-5.701416930067808,-5.843103090067643,-5.904688267567508,-22.152656338094744,-17.436337519344875,-20.080365020844738,-19.998225446252945
LV3.202 Bus 64,0.0,-6.116822226595133,-6.116822226595218,-6.116822226594849,2.9950971695112685,-21.322094672896952,-17.438718461356416,-19.54275655115626,-17.073627736591533
LV3.202 Bus 45,0.0,-8.364038649843565,-8.16927342452368,-8.258663493321706,-8.357633450202911,-26.966092098701665,-23.28799092239626,-24.918658096282684,-22.01297779038316
LV3.202 Bus 73,0.0,-12.946724007543253,-12.76668890754354,-12.913351647543095,-12.946724007543253,-35.34150690184879,-24.274112714348803,-30.517175829098505,-31.009756739538943
LV3.205 Bus 52,0.0,-11.318921862827665,-11.25956882782748,-11.318921862826983,-11.318921862827665,-33.562992239490086,-21.87177913773985,-27.25504318473986,-28.75465464001627
LV3.204 Bus 94,0.0,-13.283237197721974,-12.569602812436642,-13.094965102618517,-13.28322369213447,-42.069164323083214,-31.611641088897386,-36.693642172071804,-36.8037013992257
LV4.219 Bus 29,0.0,-19.02696973125103,-19.026946869921176,-19.02693964862806,-19.02693964862806,-66.38434298898596,-60.027035959928526,-65.65299230686742,-65.50479422591889
LV4.202 Bus 21,0.0,-14.305633649238871,-14.305633649239098,-14.305633649238644,-12.85876392255841,-43.81090360225653,-36.80891733138196,-42.70882303801932,-43.539889061068834
LV3.205 Bus 15,0.0,-8.33156214615883,-8.043762133658959,-8.331562146158717,-8.33156214615883,-36.37074362395833,-25.984704017708452,-31.232856119208236,-32.697626101398555
LV3.202 Bus 9,0.0,-10.593527128211804,-9.387987215712087,-9.98685275221169,-10.593527128211804,-45.99559654861116,-32.44214509861126,-39.41046326311118,-41.147782592571616
LV3.203 Bus 6,0.0,-5.120453014589202,-5.12045301458943,-5.120453014589202,-5.120453014589202,-19.992274580336584,-16.333233722836667,-18.542811918836605,-16.933165032800616
LV2.203 Bus 40,0.0,-9.31581325629736,-8.31219075879767,-8.533011859296948,-9.31581325629736,-34.280576657694155,-23.835859936444194,-27.643476310194046,-27.063587641971026
LV2.217 Bus 18,0.0,-13.461939184937364,-12.978819413123347,-13.193186772868103,-9.403645087454152,-42.93222880065332,-29.467524180142618,-34.514364865641255,-29.67516460450588
LV3.203 Bus 49,0.0,-16.957062452617038,-16.346125771082143,-16.718856976081724,-16.956307751506756,-56.47601544505801,-40.51630588646685,-48.61343094061431,-51.12366757957329
LV3.203 Bus 20,0.0,-13.850748849380352,-13.850812695652394,-13.850812695651939,-13.77911352451838,-43.32873171390588,-33.13159010813524,-37.995702193886245,-36.598160034308194
LV5.217 Bus 34,0.0,-9.243953536245272,-9.239983783169919,-9.243953536245272,-3.0524313201294717,-16.315057554131727,-13.432420260458912,-16.057605747984326,-15.22173521591003
LV3.204 Bus 22,0.0,-4.680271486931588,-4.680271486931588,-4.680271486931588,0.47786396755520855,-5.558800478489957,-4.389531699103827,-5.026857736639613,-3.498471403388976
LV3.204 Bus 49,0.0,-13.045894514056727,-12.175724864056974,-12.584843651055962,-13.045894514056727,-38.67587621453913,-21.419562900788605,-30.34287292228828,-36.08379939806582
LV4.232 Bus 44,0.0,-19.6679348376083,-19.6679348376083,-19.667934837608072,-19.54920115189907,-64.06520391431059,-54.753166757870986,-62.80361416586152,-64.06480565699871
LV3.205 Bus 77,0.0,-9.337932785225348,-9.337932785225803,-9.337932785225348,-9.337932785225348,-34.66186224567127,-23.356208608421184,-29.296126868921192,-29.475101252864988
LV6.202 Bus 50,0.0,-28.39801183933514,-28.39801183933514,-28.39801183933514,-28.39025370175159,-73.33363992306658,-69.74582279681636,-73.18325087656649,-73.333744393693
LV3.203 Bus 109,0.0,-5.6280483677481925,-5.62573027533017,-5.628048367747965,-5.628079513830016,-20.413053500727074,-17.68380869654402,-19.19530870279118,-17.268430360469893
LV2.203 Bus 56,0.0,-5.270521778322134,-5.166277533730728,-5.270500832570377,-5.010628489719899,-21.160234735685698,-16.57476513229222,-17.937575300525225,-15.590368371090193
LV2.203 Bus 23,0.0,-20.60795240103471,-20.218004081949402,-20.60800337629462,-20.606942822275414,-61.385831573549694,-44.667921768037104,-51.31726472997252,-48.618284733449855
LV3.202 Bus 52,0.0,-13.051451612582468,-13.012551585552046,-13.051451612582241,-7.500718408413604,-20.996895435648185,-14.714338576633054,-17.773999714413094,-14.582475922073627
LV4.202 Bus 18,0.0,-8.11231118888395,-8.110057371526182,-8.112326106526325,-8.074560750630326,-23.753341972094972,-21.196843775376806,-23.495096895387633,-22.826414320877802
LV3.203 Bus 26,0.0,-13.451218010264824,-12.706560635265305,-13.145465717264756,-13.451218010264824,-46.61161694826444,-31.234393067014253,-39.63665986301396,-45.266380625018655
LV4.202 Bus 24,0.0,-4.948442971657926,-4.948442971658039,-4.948442971657869,-4.948442971657926,-22.267710168472206,-19.25913714472216,-21.97847778272211,-21.38619954092809
LV3.202 Bus 55,0.0,-1.7375637715963421,-1.6590728590963408,-1.7145397705960477,-1.7375637715963421,-6.071610799158634,-4.1961574116585325,-5.18224805565842,-3.0457513042026676
LV3.202 Bus 24,0.0,-6.473071048284623,-6.473071048284623,-6.47307104828451,-6.473071048284623,-24.164646512070817,-17.963716537320693,-21.157218030320678,-20.524110975363556
LV3.204 Bus 51,0.0,-7.794560073923094,-7.794560073923094,-7.794560073922639,-2.478555632678308,-10.450692389967571,-8.377887736064167,-9.476987573344331,-8.494829627272793
LV3.202 Bus 7,0.0,-17.817708285178014,-16.082727094696338,-17.296359383685285,-14.510229788963443,-50.80644183702725,-32.1045576586348,-42.1029746819454,-43.6229123049809
LV2.203 Bus 18,0.0,-19.573747966247765,-19.347606316247948,-19.573747966247083,-19.573747966247538,-58.73775285898023,-37.56148122148011,-47.027251463729726,-51.4107032714694
LV3.202 Bus 120,0.0,-15.198789127235159,-14.931480914735744,-15.198789127235273,-15.198789127235159,-57.780015641735986,-37.586315847986384,-48.79547544948605,-51.92284455020285
LV3.202 Bus 27,0.0,-6.270120444576605,-6.258044919576605,-6.259977003576296,-6.270120444576605,-10.265206407751293,-8.233032995251278,-9.283251222001127,-5.885762709142
LV4.232 Bus 40,0.0,-13.466531525510163,-13.466531525510163,-13.468579744937188,-13.46605764095193,-42.627983389635574,-36.155037945886534,-41.68536493604188,-42.627585734053355
LV2.203 Bus 9,0.0,-9.189965518793315,-9.144956743793387,-9.189965518792519,-9.189965518793315,-38.22602061930547,-27.01634170180523,-30.796558206555005,-28.175540931666546
LV3.205 Bus 17,0.0,-25.87121101203411,-25.812845974533957,-25.870244970034037,-25.871096564323125,-37.02070841641944,-30.506523734973598,-34.17178451098698,-34.26868420543997
LV2.217 Bus 50,0.0,-23.15688179666904,-20.963563939169717,-22.841293439669244,-23.15688179666904,-76.2335067849699,-47.58766896122006,-59.88300109246961,-70.02138683350722
LV3.204 Bus 105,0.0,-10.560348145019475,-10.51790084501988,-10.560348145019361,-10.560348145019589,-43.071884143750026,-29.72836282500009,-36.5053115262499,-39.043840971540476
LV5.217 Bus 110,0.0,-6.2823653590299955,-6.279900429799568,-6.282296245772841,-6.2740344067455,-18.337315478300297,-17.322031846619097,-18.19817487167029,-17.311631843028408
LV3.202 Bus 4,0.0,-7.339831976324831,-7.339831976324717,-7.3396573155719125,-7.079920701341962,-21.88769633013635,-17.961328545460788,-19.80892128217613,-16.40671129600514
LV2.203 Bus 3,0.0,-17.197681558735894,-16.95997667873644,-17.197681558735894,-17.197681558735894,-53.21327156869302,-30.715857022442833,-39.87935167569276,-45.66457496540943
LV3.202 Bus 68,0.0,-14.75179636316193,-14.704235459774964,-14.751833238562085,-14.753636777826387,-49.531685252191664,-35.435671317416336,-42.732220176866576,-39.3951706183268
LV5.217 Bus 92,0.0,-12.501595894597813,-12.501594936353285,-12.501595894597585,-12.449969333547415,-39.703219076312166,-33.63736357425478,-38.96651296977518,-39.04966303898698
LV6.202 Bus 41,0.0,-32.287356892036314,-32.22914432545076,-32.287356892036314,-32.287356892036314,-91.41303689614415,-87.20870956294357,-91.21894476427497,-91.4045438046619
LV3.204 Bus 96,0.0,-7.430778379213962,-7.430778379213962,-7.430778379213962,-7.430778379213962,-25.77027170212,-18.767019808369923,-22.431397339869818,-22.262789078876494
LV6.202 Bus 45,0.0,-10.247199446777472,-10.247199446777586,-10.247199446777472,-10.247199446777472,-40.903876740733494,-38.556119641983514,-40.84357307423352,-40.903876740733494
LV3.205 Bus 28,0.0,-6.938528192866556,-6.93852819286667,-6.938534181291516,-6.875335673489531,-15.68603437600109,-14.610172208737367,-15.115603221630863,-12.604977796050434
LV4.202 Bus 10,0.0,-26.82751990973611,-26.461960834736374,-26.82751990973634,-26.82751990973611,-101.17451661552082,-88.5316934767709,-99.1306961672708,-101.15110753052068
LV3.204 Bus 40,0.0,-10.603806367838388,-9.608307405338792,-10.23292674333834,-10.603806367838388,-41.932001489583286,-29.70415202708341,-35.95050213008324,-38.88660678630174
LV5.217 Bus 88,0.0,-13.418645243042647,-13.376012804700167,-13.418645243042647,-11.164664030810172,-31.704259228164574,-24.730903509873542,-30.809645854757036,-30.940607813403403
LV3.205 Bus 48,0.0,-4.7285712367855695,-4.728571236785683,-4.72856508853738,-0.09040387373079284,-1.6859016076790567,-1.0381484861790113,-1.3300658340706377,-0.02866109209367096
LV2.203 Bus 91,0.0,-16.966090188541557,-15.574916523541788,-16.64119269954108,-16.96609018854133,-63.29065237833322,-39.25129875333323,-48.98327369133267,-54.0772464477875
LV2.217 Bus 38,0.0,-10.476024632901272,-10.340339642901654,-10.476024632901044,-10.476024632901272,-34.094948903355544,-21.454333809605714,-26.01102233935535,-26.95124471734357
LV5.217 Bus 91,0.0,-7.98215705564121,-7.98215705564121,-7.98215705564121,-4.42611381747065,-11.258660162611704,-8.942736000019295,-10.924040460670994,-10.155683692864613
LV3.204 Bus 116,0.0,-4.548787640350611,-4.415956865350836,-4.488088001350661,-4.548787640350611,-15.62536832816545,-11.12366005941567,-13.582381921165506,-12.26996601837186
LV5.217 Bus 80,0.0,-7.139896287677914,-7.139896287678198,-7.139896287678027,-7.139896287677914,-31.37069265565276,-26.498262437402843,-30.850072594152778,-31.156497653652764
LV3.205 Bus 56,0.0,-24.518693895708566,-24.238671162129776,-24.518693895708566,-18.492371245460845,-60.76553348915195,-41.47837735779922,-51.07563068099398,-53.662965346433566
LV6.202 Bus 44,0.0,-9.025326767372462,-9.025326767372462,-9.025326767372462,-8.912531830167381,-24.399707343325645,-22.7454183910354,-24.33836274171381,-24.39934515297614
LV3.205 Bus 51,0.0,-5.554374764105887,-5.477896439106189,-5.509292804105996,-5.554374764105887,-24.641051424305545,-19.441858868055647,-22.10332879455558,-20.01167474930554
LV3.203 Bus 45,0.0,-21.438376224336935,-21.438508152748454,-21.438376224336707,-21.438376224336935,-66.65030121371046,-46.50246445804191,-57.84122716343518,-60.94853010113047
LV3.204 Bus 17,0.0,-27.9245894307478,-27.8279852307478,-27.906673183765633,-27.9245894307478,-42.82143784140317,-32.80030822384015,-37.84315547573169,-39.36495921939877
LV2.217 Bus 99,0.0,-7.574829246158799,-7.258853008658946,-7.300312311158677,-7.5748292461587425,-36.75077904895829,-25.71976241770841,-30.180443026708133,-28.7342487834934
LV3.202 Bus 13,0.0,-8.94926145235604,-8.949352591655725,-8.94935259165527,-8.847598646389997,-25.321563514558193,-22.401333614464875,-24.09031928172908,-20.551480695273085
LV3.203 Bus 41,0.0,-8.855443316467131,-8.797342717357878,-8.848059922357606,-3.6609831316905,-13.24339544560928,-11.304139317568684,-12.295655505648483,-10.588533238672198
LV6.202 Bus 31,0.0,-9.152301725683515,-9.152301725683628,-9.152301725683628,-9.152301725683515,-40.19294223291661,-38.51281618916664,-40.133852009416614,-40.19294223291661
LV5.217 Bus 67,0.0,-23.357258369323745,-23.303955947587383,-23.357274305161127,-23.103568603905615,-67.4793646319049,-57.289729767348035,-65.8699853876476,-67.46868902978622
LV3.203 Bus 75,0.0,-9.836794228211716,-9.106224965712045,-9.505924843211687,-9.83679422821183,-46.16102142361103,-34.91311167361118,-40.89030118036101,-40.68345404819388
LV3.202 Bus 47,0.0,-10.250346155577176,-10.13910495557775,-10.250346155577176,-10.250346155577176,-43.334315893263806,-30.234057944514007,-37.10985944001379,-36.89921189166864
LV3.203 Bus 99,0.0,-16.966838665337036,-16.069288740027332,-16.858164026247778,-14.743981675415853,-44.25633301912535,-29.008392401821993,-36.91350055845078,-40.452351922092475
LV3.204 Bus 131,0.0,-8.339992200217694,-8.339992200217694,-8.339992200217807,-3.8938052581669353,-15.647470683805864,-11.688789675778821,-13.850234971226882,-13.187845784756064
LV5.217 Bus 46,0.0,-11.792112157802876,-11.792043768615258,-11.792112157802876,-11.792043768615258,-40.7559754772542,-33.988612169091766,-39.79336296144038,-39.430943899956674
LV3.205 Bus 44,0.0,-19.584233031786425,-19.00094858178727,-19.584252730331173,-16.329410513259063,-59.5409847715182,-40.24639083554098,-49.945448921730986,-53.01574494748911
LV3.205 Bus 109,0.0,-17.27767187178597,-16.12382924126223,-17.10605304678552,-17.277671871785742,-51.14149103579712,-37.831829883187766,-43.664250643002106,-46.1017916762803
LV3.202 Bus 127,0.0,-3.888062334874121,-3.888062334874377,-3.8880623348740073,-3.888062334874178,-18.146464559513873,-14.779130782013993,-16.581619855013912,-14.89305289981263
LV5.217 Bus 111,0.0,-17.147869726275985,-16.44383734477651,-17.147869726276213,-17.147869726275985,-61.89230024658332,-50.66098549283345,-60.24574963633336,-61.89230024658332
LV3.202 Bus 38,0.0,-25.76491237797677,-23.803670048157528,-25.76486273693331,-25.697652086852713,-97.88201931068579,-69.93560892888945,-85.56433617781659,-94.71430999729591
LV3.205 Bus 96,0.0,-9.644208553183148,-9.644208553183034,-9.644208553183034,-5.20328185068206,-24.080598325034202,-17.704473802444568,-21.341567400816302,-19.948051971917835
LV3.203 Bus 24,0.0,-12.367960720345195,-12.36796072034565,-12.367960720345195,-12.367960720345195,-45.18123857365026,-30.72221095740042,-38.69312072240018,-38.8592022452674
LV3.204 Bus 72,0.0,-17.377818499257728,-16.57204115932177,-17.377818499257273,-14.189142004775931,-48.77712473153997,-30.244146520351933,-40.48404308617205,-45.57025986730764
LV3.202 Bus 8,0.0,-7.41350036726385,-7.307473643154708,-7.413569480520664,-7.404083609375334,-23.306444846493832,-20.595874159082996,-21.984156283494713,-20.058294450441508
LV4.232 Bus 10,0.0,-10.5147218255305,-10.514782655947897,-10.51478265594767,-10.279563841398613,-40.04417478831499,-35.03044913798874,-39.322548600009895,-39.025968684312716
LV5.217 Bus 103,0.0,-6.489686259547284,-6.489686259547511,-6.489686259547398,-4.34808764129923,-15.875688183905254,-13.094478388801349,-15.597771338187954,-15.467369015861323
LV3.205 Bus 49,0.0,-12.724567641406225,-12.256842306406838,-12.72456764140611,-12.724567641406225,-48.44710596250002,-33.18648869375011,-40.37382326424995,-44.86244260086801
LV5.217 Bus 71,0.0,-28.471745809448294,-27.577712418216834,-28.471745809448294,-28.46839330448165,-89.89658196557139,-75.15401026475865,-87.74877099186142,-89.89319119307129
LV2.217 Bus 101,0.0,-36.70000739756142,-34.29861563578288,-36.42301716983184,-31.889189528440966,-114.7415304208489,-70.56885017128116,-92.28253935613793,-110.8503109914218
LV5.217 Bus 85,0.0,-2.7771873820529436,-2.7047342320529424,-2.7771873820528583,-2.7771873820529436,-13.869089074652777,-12.784566212152754,-13.7102052726527,-13.152994586712055
LV4.219 Bus 11,0.0,-14.938660697164096,-14.644731905892058,-14.938660203258678,-14.909973922342715,-52.00155452370291,-48.05385940275073,-51.64786175974177,-51.61181057509157
LV5.217 Bus 37,0.0,-19.2957204165873,-19.080776071587934,-19.2957204165873,-19.2957204165873,-67.86517700977629,-53.87476499727609,-65.88701951202597,-67.86517700977583
LV4.232 Bus 3,0.0,-12.552648058657496,-12.552648058657496,-12.552648058657269,-12.25739874964961,-42.596102455452865,-36.92438393433304,-42.01940202206151,-41.46938109432415
LV3.203 Bus 48,0.0,-5.655363396180519,-5.653899696180474,-5.655363396180292,-5.655363396180462,-25.76862361111108,-20.46483332736085,-23.263281238360776,-21.21660068493236
LV3.203 Bus 123,0.0,-10.051418478145479,-10.051418478145479,-10.051418478145024,-8.497200438482196,-27.425403776082476,-19.262563348622734,-23.59099604522396,-20.22194509851215
LV3.202 Bus 133,0.0,-4.697594175816789,-4.578756372817111,-4.647418539816613,-4.697594175816789,-18.513654621840715,-14.583022533590793,-16.455120299590703,-14.782503174761928
LV3.205 Bus 8,0.0,-23.843001947617267,-23.74160573412064,-23.84301696532748,-23.843001947617267,-34.23739072330136,-18.452777816367416,-25.876556403719405,-27.244524919344258
LV4.202 Bus 34,0.0,-16.589482635370587,-16.350899056481694,-16.561306410370435,-16.438750305900157,-61.598273238762204,-55.14903877488791,-60.57429470644411,-60.172699981969345
LV4.219 Bus 9,0.0,-12.021344335126514,-12.021344335126514,-12.021413448383328,-12.018233798036817,-42.6651869964669,-39.528987958915195,-42.441961155629315,-42.66572139964933
